1,0.2,0.2
2,0.60996,0.592
3,0.801099505,0.8936832
4,0.370131304,0.351550091
5,0.863551063,0.84346171
6,0.203880775,0.488525998
7,0.598062306,0.924512885
8,0.743423134,0.258218599
9,0.67652624,0.70870449
10,0.685180626,0.763837012
11,0.657560151,0.667443115
12,0.724133433,0.821262372
13,0.570339454,0.543124806
14,0.846976516,0.918118929
15,0.232522023,0.278153276
16,0.67327503,0.742900915
17,0.68234348,0.706696838
18,0.676072633,0.766922743
19,0.672101955,0.661383323
20,0.7034601,0.828635066
21,0.608953542,0.525396276
22,0.816403975,0.922613608
23,0.320183125,0.264171632
24,0.819208239,0.71922443
25,0.370806493,0.747180403
26,0.812657417,0.698936839
27,0.394390155,0.778569296
28,0.823723503,0.637876844
29,0.381864678,0.854662911
30,0.80601746,0.459592614
31,0.479753599,0.9189588
32,0.818654624,0.27555204
33,0.499811735,0.738605519
34,0.845423401,0.714349404
35,0.297683805,0.755001032
36,0.736478009,0.684405552
37,0.579983368,0.799179992
38,0.78735798,0.593817931
39,0.488849928,0.892433325
40,0.821385782,0.355185517
41,0.469771338,0.847406432
42,0.831707663,0.478442452
43,0.406211689,0.923280507
44,0.809053021,0.262084366
45,0.528070205,0.71556576
46,0.839295044,0.753066192
47,0.304179907,0.68804276
48,0.751992153,0.794167706
49,0.517729856,0.604821835
50,0.863863897,0.884345817
51,0.19050395,0.378429685
52,0.576123146,0.870316436
53,0.776405826,0.417603227
54,0.563234714,0.899879856
55,0.781503252,0.333355574
56,0.574506103,0.82224965
57,0.787542486,0.540774103
58,0.503060556,0.918848648
59,0.812718453,0.275893497
60,0.514905428,0.739172218
61,0.840541601,0.713347606
62,0.312263514,0.756586357
63,0.754619282,0.681404733
64,0.541674578,0.803241594
65,0.815508056,0.584764782
66,0.419388182,0.898415248
67,0.817405323,0.337681575
68,0.485206085,0.827515097
69,0.833214555,0.528115287
70,0.387523732,0.922075263
71,0.800240005,0.265854146
72,0.548763923,0.722150161
73,0.826628337,0.742402432
74,0.343518824,0.707591926
75,0.794185229,0.765550692
76,0.424070541,0.664086472
77,0.85366695,0.82537983
78,0.239872368,0.533273474
79,0.666202032,0.920903641
80,0.651928586,0.269508463
81,0.823308254,0.72843251
82,0.356836616,0.731928777
83,0.803392733,0.725973456
84,0.411298242,0.736063189
85,0.838052528,0.718814431
